NAME,B01003_001E,B19013_001E,B17001_002E,state,county
"Hardin County, Tennessee",25900,35290,5920,47,071
"Cheatham County, Tennessee",39422,51857,5396,47,021
"Carter County, Tennessee",56941,33213,13021,47,019
"Dickson County, Tennessee",50472,44680,8116,47,043
"Morgan County, Tennessee",21794,39049,4185,47,129
"Monroe County, Tennessee",45293,35291,8627,47,123
"Henry County, Tennessee",32269,38234,5862,47,079
"Crockett County, Tennessee",14600,35464,2838,47,033
"Lake County, Tennessee",7687,30086,1319,47,095
"Knox County, Tennessee",444348,48701,69061,47,093
"McMinn County, Tennessee",52506,38535,10220,47,107
"Marshall County, Tennessee",31159,42661,4986,47,117
"Rhea County, Tennessee",32394,36146,7664,47,143
"Scott County, Tennessee",22043,30246,5903,47,151
"Anderson County, Tennessee",75430,42880,13309,47,001
"Fentress County, Tennessee",17931,30259,4577,47,049
"Gibson County, Tennessee",49572,38457,9080,47,053
"Hardeman County, Tennessee",26253,31801,5636,47,069
"Loudon County, Tennessee",50229,51107,7185,47,105
"Rutherford County, Tennessee",282558,56219,34475,47,149
"Smith County, Tennessee",19136,43914,3066,47,159
"Wilson County, Tennessee",122445,61070,12132,47,189
"Unicoi County, Tennessee",18069,33210,3974,47,171
"Harrison County, Ohio",15633,43173,2657,39,067
"Knox County, Ohio",61004,48533,8825,39,083
"Licking County, Ohio",168693,56549,20926,39,089
"Richland County, Ohio",122312,41877,19504,39,139
"Vinton County, Ohio",13234,40680,2713,39,163
"Carroll County, Ohio",28361,47075,4317,39,019
"Hancock County, Ohio",75428,50895,10221,39,063
"Clermont County, Ohio",200285,60805,21127,39,025
"Franklin County, Pennsylvania",152285,53916,17554,42,055
"Union County, Pennsylvania",44958,49803,4554,42,119
"Wayne County, Pennsylvania",51642,49919,6164,42,127
"Franklin County, Missouri",101828,48480,11941,29,071
"Bedford County, Pennsylvania",49086,45930,6643,42,009
"Monroe County, Pennsylvania",167881,57365,20702,42,089
"Huntingdon County, Pennsylvania",45906,44396,5578,42,061
"Washington County, Pennsylvania",208226,56450,21074,42,125
"Philadelphia County, Pennsylvania",1555072,38253,399352,42,101
"York County, Pennsylvania",439660,58269,46124,42,133
"Indiana County, Pennsylvania",87895,45195,14176,42,063
"Cumberland County, Pennsylvania",241427,61820,19984,42,041
"Allegheny County, Pennsylvania",1231145,53040,155874,42,003
"Westmoreland County, Pennsylvania",361251,52247,36758,42,129
"Forest County, Pennsylvania",7581,35533,523,42,053
"Blair County, Pennsylvania",126448,43981,18548,42,013
"Lawrence County, Pennsylvania",89162,44571,13192,42,073
"Bradford County, Pennsylvania",62228,48987,8336,42,015
"Cambria County, Pennsylvania",139381,42107,20011,42,021
"Chester County, Pennsylvania",509797,85976,35053,42,029
"Berks County, Pennsylvania",413965,55936,56855,42,011
"Mifflin County, Pennsylvania",46675,41288,7216,42,087
"Mercer County, Missouri",3718,40768,584,29,129
"Wright County, Missouri",18449,29778,4594,29,229
"Clay County, Missouri",230361,62099,20137,29,047
"Dent County, Missouri",15612,36831,3642,29,065
"Saline County, Missouri",23334,40101,3808,29,195
"Worth County, Missouri",2082,45952,294,29,227
"Grundy County, Missouri",10256,37656,2020,29,079
"Morgan County, Missouri",20225,33525,4757,29,141
"Reynolds County, Missouri",6578,35648,1361,29,179
"St. Louis County, Missouri",1001327,59755,106821,29,189
"Stone County, Missouri",31375,40510,5147,29,209
"Barry County, Missouri",35726,39033,7072,29,009
"Boone County, Missouri",170770,49899,31824,29,019
"Cole County, Missouri",76533,53088,9237,29,051
"Crawford County, Missouri",24660,36743,5093,29,055
"Iron County, Missouri",10322,36239,2293,29,093
"Livingston County, Missouri",15042,43350,2273,29,117
"Moniteau County, Missouri",15801,47725,1885,29,135
"Pemiscot County, Missouri",17837,29238,5068,29,155
"Pettis County, Missouri",42215,39928,7484,29,159
"Shannon County, Missouri",8317,32404,1938,29,203
"Randolph County, Missouri",25135,37832,4395,29,175
"Dunklin County, Missouri",31562,31077,8536,29,069
"Defiance County, Ohio",38669,50663,5071,39,039
"Highland County, Ohio",43170,39858,8604,39,071
"Henry County, Ohio",28015,53835,3144,39,069
"Jefferson County, Ohio",68053,41942,11533,39,081
"Portage County, Ohio",161897,52552,24219,39,133
"Putnam County, Ohio",34184,60524,1966,39,137
"Belmont County, Ohio",69560,43833,9553,39,013
"Clinton County, Ohio",41892,46787,6425,39,027
"Fayette County, Ohio",28769,40503,5185,39,047
"Perry County, Ohio",36025,42017,6876,39,127
"Pickaway County, Ohio",56515,57439,6509,39,129
"Madison County, Ohio",43456,57406,3580,39,097
"Muskingum County, Ohio",86016,41130,15554,39,119
"Sandusky County, Ohio",60187,47209,8458,39,143
"Van Wert County, Ohio",28576,48060,3600,39,161
"Washington County, Ohio",61351,43509,9777,39,167
"Auglaize County, Ohio",45873,54274,4010,39,011
"Darke County, Ohio",52356,44632,6846,39,037
"Ottawa County, Ohio",41162,53914,4349,39,123
"Hardin County, Ohio",31736,42703,5491,39,065
"Jackson County, Ohio",32854,39460,7637,39,079
"Huron County, Ohio",58937,48745,7853,39,077
"Athens County, Ohio",64974,33872,18263,39,009
"Adams County, Ohio",28229,35560,6832,39,001
"Medina County, Ohio",174831,66952,12859,39,103
"Lucas County, Ohio",436261,41777,90091,39,095
"Noble County, Ohio",14508,41708,1521,39,121
"Seneca County, Ohio",55929,45444,8923,39,147
"Stark County, Ohio",374979,47137,53715,39,151
"Coshocton County, Ohio",36724,41701,5835,39,031
"Fairfield County, Ohio",149112,60567,15110,39,045
"Delaware County, Ohio",185433,91955,8285,39,041
"Geauga County, Ohio",93874,72430,6969,39,055
"Hocking County, Ohio",28914,42170,4894,39,073
"Lake County, Ohio",229437,58029,20063,39,085
"Ross County, Ohio",77334,43345,13746,39,141
"Cuyahoga County, Ohio",1263189,44190,231823,39,035
"Holmes County, Ohio",43436,51996,5398,39,075
"Miami County, Ohio",103517,51569,13076,39,109
"Monroe County, Ohio",14547,41528,2782,39,111
"Trumbull County, Ohio",206373,43073,34912,39,155
"Wood County, Ohio",128885,53577,17461,39,173
"Ashland County, Ohio",53189,48003,7569,39,005
"Dewey County, Oklahoma",4863,50904,788,40,043
"Harper County, Oklahoma",3766,48359,520,40,059
"Logan County, Oklahoma",44493,55299,4943,40,083
"Tulsa County, Oklahoma",623335,49759,96498,40,143
"Washington County, Oklahoma",51760,50023,7307,40,147
"Harmon County, Oklahoma",2866,31250,481,40,057
"Haskell County, Oklahoma",12850,35252,2524,40,061
"Okmulgee County, Oklahoma",39446,38843,7880,40,111
"Osage County, Oklahoma",48054,45443,7365,40,113
"Jefferson County, Oklahoma",6333,33449,1313,40,067
"Garfield County, Oklahoma",62192,48238,7852,40,047
"Garvin County, Oklahoma",27455,40524,5038,40,049
"Pittsburg County, Oklahoma",44961,42576,7994,40,121
"Pontotoc County, Oklahoma",38055,43261,6769,40,123
"Roger Mills County, Oklahoma",3780,50739,544,40,129
"Woodward County, Oklahoma",20986,55300,2595,40,153
"Cherokee County, Oklahoma",48097,38694,10426,40,021
"Delaware County, Oklahoma",41409,37942,8311,40,041
"Payne County, Oklahoma",79423,37667,18483,40,119
"Pottawatomie County, Oklahoma",71136,44688,12288,40,125
"Creek County, Oklahoma",70761,45016,10813,40,037
"Tillman County, Oklahoma",7715,37759,1750,40,141
"Washita County, Oklahoma",11649,49632,1725,40,149
"Cotton County, Oklahoma",6112,46361,1030,40,033
"Kiowa County, Oklahoma",9302,39909,1883,40,075
"Le Flore County, Oklahoma",49899,36490,11035,40,079
"McCurtain County, Oklahoma",33143,32324,8256,40,089
"Major County, Oklahoma",7700,51571,1073,40,093
"Mayes County, Oklahoma",41007,42071,8585,40,097
"Oklahoma County, Oklahoma",754480,47437,134377,40,109
"Custer County, Oklahoma",28978,46125,4595,40,039
"Love County, Oklahoma",9663,44549,1292,40,085
"Beckham County, Oklahoma",23300,48601,2777,40,009
"Choctaw County, Oklahoma",15120,30617,4297,40,023
"Jackson County, Oklahoma",26056,41560,4276,40,065
"Lincoln County, Oklahoma",34504,45149,5335,40,081
"Pawnee County, Oklahoma",16499,45765,2249,40,117
"Seminole County, Oklahoma",25481,36068,5371,40,133
"Cimarron County, Oklahoma",2341,46680,414,40,025
"Blaine County, Oklahoma",9810,41972,1293,40,011
"Coal County, Oklahoma",5812,38243,1186,40,029
"Grant County, Oklahoma",4517,50250,430,40,053
"Kingfisher County, Oklahoma",15302,60034,1093,40,073
"McClain County, Oklahoma",36512,56088,3944,40,087
"Marshall County, Oklahoma",16014,40475,2645,40,095
"Noble County, Oklahoma",11506,48285,1515,40,103
"Ellis County, Oklahoma",4121,50855,595,40,045
"Grady County, Oklahoma",53612,52279,6690,40,051
"Nowata County, Oklahoma",10555,39875,1928,40,105
"Rogers County, Oklahoma",89190,58139,8271,40,131
"Sequoyah County, Oklahoma",41464,35736,10261,40,135
"Alfalfa County, Oklahoma",5755,50156,606,40,003
"Woods County, Oklahoma",9033,55315,1283,40,151
"Cleveland County, Oklahoma",268614,56452,32758,40,027
"Okfuskee County, Oklahoma",12248,36216,2797,40,107
"Atoka County, Oklahoma",13906,36661,2794,40,005
"Union County, Oregon",25745,43822,4641,41,061
"Marion County, Oregon",323259,48432,57846,41,047
"Douglas County, Oregon",107194,41312,20377,41,019
"Jefferson County, Oregon",22061,46366,4358,41,031
"Polk County, Oregon",77264,52821,12270,41,053
"Deschutes County, Oregon",166622,51223,24220,41,017
"Linn County, Oregon",118971,45644,22201,41,043
"Yamhill County, Oregon",101119,53423,15877,41,071
"Baker County, Oregon",16052,41098,2353,41,001
"Klamath County, Oregon",65972,40336,12542,41,035
"Lincoln County, Oregon",46347,42101,7754,41,041
"Benton County, Oregon",86495,49802,18139,41,003
"Crook County, Oregon",20956,37106,4048,41,013
"Sherman County, Oregon",1795,38362,386,41,055
"Harney County, Oregon",7229,37580,1268,41,025
"Malheur County, Oregon",30551,35418,6865,41,045
"Wallowa County, Oregon",6857,40581,1033,41,063
"Wheeler County, Oregon",1348,33487,250,41,069
"Morrow County, Oregon",11204,50918,1844,41,049
"Coos County, Oregon",62775,38605,11310,41,011
"Curry County, Oregon",22338,40884,3682,41,015
"Gilliam County, Oregon",1883,44293,186,41,021
"Lake County, Oregon",7842,32369,1365,41,037
"Multnomah County, Oregon",768418,54102,136472,41,051
"Pike County, Pennsylvania",56632,60180,5532,42,103
"Snyder County, Pennsylvania",40046,49917,4077,42,109
"Susquehanna County, Pennsylvania",42369,50477,5455,42,115
"Crawford County, Pennsylvania",87343,44579,12321,42,039
"Erie County, Pennsylvania",279858,45971,44595,42,049
"Fulton County, Pennsylvania",14694,48311,1779,42,057
"Juniata County, Pennsylvania",24829,47398,3245,42,067
"Schuylkill County, Pennsylvania",146360,45535,18278,42,107
"Wyoming County, Pennsylvania",28147,51004,3030,42,131
"Adams County, Pennsylvania",101767,60356,8715,42,001
"Armstrong County, Pennsylvania",67979,44942,8738,42,005
"Clinton County, Pennsylvania",39614,45078,6086,42,035
"Carbon County, Pennsylvania",64634,49973,6909,42,025
"Centre County, Pennsylvania",157823,52186,27217,42,027
"Northumberland County, Pennsylvania",94006,42406,12279,42,097
"Northampton County, Pennsylvania",299616,60972,27294,42,095
"Venango County, Pennsylvania",53906,43644,8123,42,121
"Beaver County, Pennsylvania",169785,50581,19888,42,007
"Lackawanna County, Pennsylvania",213459,46271,30447,42,069
"McKean County, Pennsylvania",42884,43965,6830,42,083
"Fayette County, Pennsylvania",134851,39636,25282,42,051
"Montgomery County, Pennsylvania",812970,80675,52330,42,091
"Clearfield County, Pennsylvania",81343,42257,11306,42,033
"Lebanon County, Pennsylvania",135776,55499,14922,42,075
"Lycoming County, Pennsylvania",116656,47313,16150,42,081
"Montour County, Pennsylvania",18508,54648,1749,42,093
"Warren County, Pennsylvania",40962,44020,4891,42,123
"Butler County, Pennsylvania",185689,60934,16325,42,019
"Elk County, Pennsylvania",31370,46671,2721,42,047
"Lancaster County, Pennsylvania",530216,57721,55372,42,071
"Mercer County, Pennsylvania",115320,44156,14549,42,085
"Potter County, Pennsylvania",17377,40654,2570,42,105
"Hood River County, Oregon",22749,55827,3223,41,027
"Tioga County, Pennsylvania",42284,46494,5891,42,117
"Newport County, Rhode Island",82663,69526,8005,44,005
"Providence County, Rhode Island",630459,49743,107120,44,007
"Bristol County, Rhode Island",49176,72458,3396,44,001
"Aiken County, South Carolina",163908,45759,29126,45,003
"Allendale County, South Carolina",9838,25327,2537,45,005
"Edgefield County, South Carolina",26466,46637,3896,45,037
"Chester County, South Carolina",32556,31914,8734,45,023
"Colleton County, South Carolina",38004,32804,8340,45,029
"Marion County, South Carolina",32167,29874,8865,45,067
"Lexington County, South Carolina",273843,53857,38470,45,063
"Oconee County, South Carolina",74949,41237,14897,45,073
"Berkeley County, South Carolina",193613,52506,26327,45,015
"Charleston County, South Carolina",372904,53437,62119,45,019
"Georgetown County, South Carolina",60572,42835,12557,45,043
"Marlboro County, South Carolina",27993,30767,7224,45,069
"Anderson County, South Carolina",191215,42143,30915,45,007
"Chesterfield County, South Carolina",46192,32083,11930,45,025
"Greenwood County, South Carolina",69771,37060,15875,45,047
"Horry County, South Carolina",290730,43299,51988,45,051
"Kershaw County, South Carolina",62722,43622,10467,45,055
"Orangeburg County, South Carolina",90575,34218,20600,45,075
"Bamberg County, South Carolina",15432,31314,4077,45,009
"Beaufort County, South Carolina",171420,57048,21221,45,013
"Calhoun County, South Carolina",14958,43531,2896,45,017
"Dillon County, South Carolina",31435,28938,10502,45,033
"Saluda County, South Carolina",20000,38827,4062,45,081
"Richland County, South Carolina",397899,49131,62611,45,079
"Fairfield County, South Carolina",23108,36004,5566,45,039
"Hampton County, South Carolina",20473,31410,3963,45,049
"Greenville County, South Carolina",474903,50540,72169,45,045
"Lancaster County, South Carolina",81263,44016,14802,45,057
"Dorchester County, South Carolina",145715,54901,18737,45,035
"Florence County, South Carolina",138330,42080,26802,45,041
"Laurens County, South Carolina",66389,38515,13395,45,059
"McCormick County, South Carolina",9895,38712,1681,45,065
"Pickens County, South Carolina",120124,41459,22545,45,077
"Union County, South Carolina",28125,34033,5605,45,087
"Williamsburg County, South Carolina",33238,28297,9349,45,089
"Aurora County, South Dakota",2729,48750,223,46,003
"Grant County, South Dakota",7227,51272,582,46,051
"Tripp County, South Dakota",5504,37153,1212,46,123
"Ziebach County, South Dakota",2833,35119,1103,46,137
"Spink County, South Dakota",6570,48217,798,46,115
"Bon Homme County, South Dakota",7013,45254,576,46,009
"Brookings County, South Dakota",33046,50082,4811,46,011
"Fall River County, South Dakota",6906,45997,1097,46,047
"Hamlin County, South Dakota",5982,58602,424,46,057
"Jackson County, South Dakota",3237,45074,1059,46,071
"Custer County, South Dakota",8394,52218,850,46,033
"Hyde County, South Dakota",1413,51776,168,46,069
"Faulk County, South Dakota",2359,43679,373,46,049
"Hutchinson County, South Dakota",7226,45075,926,46,067
"Walworth County, South Dakota",5495,43221,650,46,129
"Buffalo County, South Dakota",2038,31163,711,46,017
"Day County, South Dakota",5618,39216,1200,46,037
"Douglas County, South Dakota",2973,52500,246,46,043
"Spartanburg County, South Carolina",291240,43907,49665,45,083
"Harding County, South Dakota",1328,52396,174,46,063
"McPherson County, South Dakota",2263,36375,478,46,089
"Roberts County, South Dakota",10318,48614,2031,46,109
"Sully County, South Dakota",1469,60417,74,46,119
"Lincoln County, South Dakota",49874,76094,2158,46,083
"Lake County, South Dakota",12086,54535,1732,46,079
"Lawrence County, South Dakota",24645,45548,3115,46,081
"Codington County, South Dakota",27750,48912,2806,46,029
"Butte County, South Dakota",10292,41920,1082,46,019
"Corson County, South Dakota",4149,31676,1865,46,031
"Edmunds County, South Dakota",4018,56000,479,46,045
"Campbell County, South Dakota",1548,45170,140,46,021
"Bennett County, South Dakota",3438,42171,1361,46,007
"Haakon County, South Dakota",2083,41518,343,46,055
"Jones County, South Dakota",781,35972,89,46,075
"Meade County, South Dakota",26381,52473,2764,46,093
"Turner County, South Dakota",8302,53378,761,46,125
"Brown County, South Dakota",38060,53100,3613,46,013
"Hanson County, South Dakota",3386,60741,406,46,061
"McCook County, South Dakota",5613,56954,467,46,087
"Mellette County, South Dakota",2086,30938,921,46,095
"Union County, South Dakota",14842,64471,783,46,127
"Miner County, South Dakota",2306,44938,234,46,097
"Warren County, Tennessee",40015,35376,8329,47,177
"Washington County, Tennessee",125317,42817,21842,47,179
"Weakley County, Tennessee",34415,37037,6075,47,183
"Benton County, Tennessee",16261,33240,3667,47,005
"Bledsoe County, Tennessee",13686,37013,2697,47,007
"Campbell County, Tennessee",40176,32028,9203,47,013
"Cannon County, Tennessee",13787,41533,2500,47,015
"Houston County, Tennessee",8290,39401,1860,47,083
"Maury County, Tennessee",84089,47692,12667,47,119
"Polk County, Texas",46113,39662,7279,48,373
"Refugio County, Texas",7277,44240,1203,48,391
"Van Zandt County, Texas",52736,44002,8787,48,467
"Caldwell County, Texas",39347,47233,7169,48,055
"Wilbarger County, Texas",13158,41630,2275,48,487
"Martin County, Texas",5252,55682,692,48,317
"Reagan County, Texas",3598,52181,552,48,383
"Yoakum County, Texas",8213,56153,979,48,501
"Hale County, Texas",35504,43375,7548,48,189
"Shelby County, Texas",25725,37756,5553,48,419
"Red River County, Texas",12567,31563,2321,48,387
"Runnels County, Texas",10445,41526,2071,48,399
"Sutton County, Texas",3966,51667,328,48,435
"Tom Green County, Texas",115056,46711,16202,48,451
"Victoria County, Texas",90099,51758,14531,48,469
"Wharton County, Texas",41264,45176,7178,48,481
"Wichita County, Texas",131957,45543,20712,48,485
"Borden County, Texas",705,73750,10,48,033
"Marion County, Texas",10248,34175,2264,48,315
"Maverick County, Texas",56548,33747,14872,48,323
"Moody County, South Dakota",6439,52446,910,46,101
"Pennington County, South Dakota",106085,50890,13079,46,103
"Grayson County, Texas",122780,47952,19420,48,181
"Live Oak County, Texas",11873,50400,1567,48,297
"Palo Pinto County, Texas",27921,39516,5425,48,363
"Karnes County, Texas",14879,45502,3079,48,255
"DeWitt County, Texas",20540,49736,2817,48,123
"Callahan County, Texas",13532,40981,2548,48,059
"Cass County, Texas",30328,37352,5915,48,067
"Gregg County, Texas",123178,47639,21769,48,183
"Madison County, Texas",13838,39390,1938,48,313
"Lubbock County, Texas",290782,46075,54155,48,303
"Kaufman County, Texas",109289,60391,15016,48,257
"Kendall County, Texas",37361,73240,2862,48,259
"Floyd County, Texas",6178,41026,1375,48,153
"Bailey County, Texas",7126,37397,1319,48,017
"Chambers County, Texas",37251,70544,3921,48,071
"Bell County, Texas",326041,50550,48543,48,027
"Cameron County, Texas",417947,33266,139768,48,061
"Deaf Smith County, Texas",19245,43373,3955,48,117
"El Paso County, Texas",831095,41637,185728,48,141
"La Salle County, Texas",7191,37292,972,48,283
"Terrell County, Texas",921,31111,186,48,443
"Tyler County, Texas",21462,41360,3159,48,457
"Wheeler County, Texas",5618,52221,862,48,483
"Archer County, Texas",8779,60275,862,48,009
"Brewster County, Texas",9235,38395,1238,48,043
"Hidalgo County, Texas",819217,34782,277104,48,215
"Smith County, Texas",217552,46929,37048,48,423
"Howard County, Texas",36105,49575,4787,48,227
"Mills County, Texas",4875,43920,688,48,333
"Montague County, Texas",19478,46172,2878,48,337
"Panola County, Texas",23900,50119,3509,48,365
"Sabine County, Texas",10440,31307,2840,48,403
"Sherman County, Texas",3066,51987,376,48,421
"Swisher County, Texas",7713,37040,1595,48,437
"Hunt County, Texas",88052,45197,16112,48,231
"Camp County, Texas",12516,37851,2454,48,063
"Hansford County, Texas",5559,44219,939,48,195
"Guadalupe County, Texas",143460,62420,13924,48,187
"Clay County, Texas",10479,48297,1246,48,077
"Hartley County, Texas",6121,63004,295,48,205
"Hill County, Texas",34923,41382,7049,48,217
"Limestone County, Texas",23454,37554,5189,48,293
"Nacogdoches County, Texas",65531,39538,14752,48,347
"Parmer County, Texas",10004,45326,1696,48,369
"Parker County, Texas",121418,67288,11785,48,367
"Presidio County, Texas",7304,32132,1586,48,377
"Val Verde County, Texas",48980,42174,9738,48,465
"Culberson County, Texas",2296,35000,677,48,109
"Ector County, Texas",149557,57150,19162,48,135
"Garza County, Texas",6410,48508,432,48,169
"Glasscock County, Texas",1180,67303,40,48,173
"Grimes County, Texas",26961,46195,4701,48,185
"Collin County, Texas",862215,84735,64824,48,085
"Angelina County, Texas",87748,44223,16497,48,005
"Cottle County, Texas",1510,34955,340,48,101
"Hays County, Texas",177562,58583,28783,48,209
"Brazoria County, Texas",331741,69749,35762,48,039
"Donley County, Texas",3588,36681,585,48,129
"Crockett County, Texas",3699,53678,635,48,105
"Haskell County, Texas",5853,39850,1030,48,207
"Atascosa County, Texas",47050,52192,7619,48,013
"Nolan County, Texas",15061,37102,3108,48,353
"Hudspeth County, Texas",3330,26384,1192,48,229
"Ward County, Texas",11225,51345,1831,48,475
"Harrison County, Texas",66417,45974,11151,48,203
"Menard County, Texas",2182,34464,317,48,327
"Fayette County, Texas",24849,47808,3021,48,149
"Williamson County, Texas",473592,73750,35014,48,491
"Hutchinson County, Texas",21858,49353,3493,48,233
"Morris County, Texas",12700,39453,2346,48,343
"Orange County, Texas",83217,49763,12691,48,361
"Winkler County, Texas",7576,55756,1040,48,495
"Harris County, Texas",4356362,54457,774568,48,201
"Burnet County, Texas",44144,49732,6989,48,053
"Gillespie County, Texas",25398,54859,2791,48,171
"Dallas County, Texas",2485003,50270,472926,48,113
"McMullen County, Texas",778,46250,92,48,311
"Young County, Texas",18329,44693,2751,48,503
"Johnson County, Texas",155450,58135,18392,48,251
"Hopkins County, Texas",35645,44396,6972,48,223
"Ochiltree County, Texas",10642,51517,1447,48,357
"Knox County, Texas",3796,40493,605,48,275
"McLennan County, Texas",241505,42687,49881,48,309
"Concho County, Texas",4086,48368,298,48,095
"Edwards County, Texas",1906,41813,205,48,137
"Eastland County, Texas",18328,34888,3162,48,133
"Jeff Davis County, Texas",2232,50165,123,48,243
"Jim Hogg County, Texas",5239,35521,915,48,247
"Webb County, Texas",263251,38862,82307,48,479
"Armstrong County, Texas",1943,59737,130,48,011
"Castro County, Texas",7948,39459,1339,48,069
"Kleberg County, Texas",32029,38247,7849,48,273
"Cooke County, Texas",38761,52406,5292,48,097
"Crosby County, Texas",6007,37434,1358,48,107
"Fisher County, Texas",3858,41406,666,48,151
"Duval County, Texas",11577,33939,2617,48,131
"Blanco County, Texas",10723,55504,954,48,031
"Caledonia County, Vermont",31012,45323,3733,50,005
"Windham County, Vermont",43858,51045,5421,50,025
"Bennington County, Vermont",36589,49573,4735,50,003
"Addison County, Vermont",36943,59688,3124,50,001
"Essex County, Vermont",6207,36599,929,50,009
"Washington County, Vermont",59132,58788,5729,50,023
"Millard County, Utah",12582,51593,1602,49,027
"Tooele County, Utah",60893,63552,4339,49,045
"Washington County, Utah",148244,50774,21893,49,053
"Kane County, Utah",7202,50194,562,49,025
"Summit County, Utah",38521,91773,3001,49,043
"Grand County, Utah",9388,41312,1740,49,019
"Piute County, Utah",1865,35980,376,49,031
"Rich County, Utah",2292,50781,333,49,033
"Wasatch County, Utah",26661,66486,2633,49,051
"Beaver County, Utah",6461,50282,797,49,001
"Box Elder County, Utah",50991,55038,4779,49,003
"Iron County, Utah",47139,43855,9727,49,021
"Sanpete County, Utah",28261,50323,4043,49,039
"Sevier County, Utah",20871,46291,2973,49,041
"Weber County, Utah",238682,56581,30547,49,057
"San Juan County, Utah",15152,41484,4149,49,037
"Salt Lake County, Utah",1078958,62117,131630,49,035
"Daggett County, Utah",776,56750,47,49,009
"Wayne County, Utah",2722,40645,414,49,055
"Montgomery County, Texas",502586,68838,59856,48,339
"Dimmit County, Texas",10682,36825,2003,48,127
"Carbon County, Utah",20927,46900,3113,49,007
"Morgan County, Utah",10276,74314,557,49,029
"Cache County, Utah",117449,50497,17713,49,005
"Juab County, Utah",10400,54761,1464,49,023
"James City County, Virginia",70673,75710,5648,51,095
"Russell County, Virginia",28245,35045,5777,51,167
"Smyth County, Virginia",31734,37983,5815,51,173
"Charlottesville city, Virginia",45084,49775,10995,51,540
"Campbell County, Virginia",55012,47699,7309,51,031
"Henrico County, Virginia",318864,61934,33914,51,087
"King George County, Virginia",24933,81688,1366,51,099
"Lancaster County, Virginia",11129,50374,1246,51,103
"Lee County, Virginia",25206,31086,6027,51,105
"Mathews County, Virginia",8880,63845,613,51,115
"Middlesex County, Virginia",10717,54654,982,51,119
"Prince George County, Virginia",37380,61857,3370,51,149
"Richmond County, Virginia",8989,47288,748,51,159
"Scott County, Virginia",22570,37240,4406,51,169
"Spotsylvania County, Virginia",127691,78125,10396,51,177
"Appomattox County, Virginia",15208,48823,2668,51,011
"Franklin County, Virginia",56315,46870,8123,51,067
"King and Queen County, Virginia",7106,48292,949,51,097
"Montgomery County, Virginia",96467,46663,21707,51,121
"New Kent County, Virginia",19560,73041,1327,51,127
"Howard County, Missouri",10182,44820,1587,29,089
"Jackson County, Missouri",680905,46869,119678,29,095
"Miller County, Missouri",24956,38094,4942,29,131
"Putnam County, Missouri",4895,36346,926,29,171
"Taney County, Missouri",53555,38357,9825,29,213
"Buchanan County, Missouri",89561,46315,15456,29,021
"Caldwell County, Missouri",9083,43691,1186,29,025
"Cass County, Missouri",100781,61584,9805,29,037
"Clinton County, Missouri",20498,54773,1856,29,049
"Dallas County, Missouri",16564,38062,3577,29,059
"Hickory County, Missouri",9335,32122,2394,29,085
"Lincoln County, Missouri",53850,53718,7980,29,113
"Monroe County, Missouri",8680,43138,1260,29,137
"Newton County, Missouri",58777,43290,8377,29,145
"Pike County, Missouri",18517,41750,2482,29,163
"St. Charles County, Missouri",374805,72415,23022,29,183
"Cape Girardeau County, Missouri",77606,46050,13626,29,031
"Shelby County, Missouri",6179,39087,1092,29,205
"Webster County, Missouri",36690,44451,6733,29,225
"Atchison County, Missouri",5440,43933,693,29,005
"Bates County, Missouri",16643,41060,2996,29,013
"Benton County, Missouri",18854,33042,3540,29,015
"Carter County, Missouri",6284,33034,1319,29,035
"Dade County, Missouri",7618,37035,1473,29,057
"Linn County, Missouri",12401,37997,2196,29,115
"Howell County, Missouri",40326,32784,9158,29,091
"Johnson County, Missouri",54155,49792,8407,29,101
"Laclede County, Missouri",35514,39712,6816,29,105
"Maries County, Missouri",9057,39700,1721,29,125
"Phelps County, Missouri",45029,41618,8137,29,161
"Platte County, Missouri",93394,68254,7106,29,165
"St. Francois County, Missouri",66010,39741,11138,29,187
"St. Louis city, Missouri",317850,35599,83416,29,510
"Andrew County, Missouri",17328,55613,1531,29,003
"Butler County, Missouri",42951,35738,8942,29,023
"Carroll County, Missouri",9096,42415,1273,29,033
"Daviess County, Missouri",8277,41642,1340,29,061
"Holt County, Missouri",4615,42500,555,29,087
"Marion County, Missouri",28840,40814,5020,29,127
"Osage County, Missouri",13758,52693,1139,29,151
"Ripley County, Missouri",13990,32444,3167,29,181
"Warren County, Missouri",33043,51133,4507,29,219
"Washington County, Missouri",25048,35305,5030,29,221
"Christian County, Missouri",80904,53270,8879,29,043
"DeKalb County, Missouri",12782,41406,1391,29,063
"Harrison County, Missouri",8722,39301,1485,29,081
"Lafayette County, Missouri",32916,50723,3706,29,107
"Adair County, Missouri",25560,37516,6105,29,001
"Scotland County, Missouri",4873,39772,730,29,199
"Sullivan County, Missouri",6512,40197,1066,29,211
"Clark County, Missouri",6919,43883,928,29,045
"Jasper County, Missouri",117184,41811,19556,29,097
"Lewis County, Missouri",10172,43909,1215,29,111
"Halifax County, Virginia",35506,35240,6675,51,083
"Loudoun County, Virginia",351129,123453,14047,51,107
"Prince William County, Virginia",437271,98657,28739,51,153
"Southampton County, Virginia",18410,48962,2649,51,175
"Highland County, Virginia",2244,43914,282,51,091
"Caroline County, Virginia",29349,59227,3601,51,033
"Gloucester County, Virginia",37001,61121,2735,51,073
