NAME,B01003_001E,B19013_001E,B17001_002E,state,county
"Ouray County, Colorado",4580,61624,355,08,091
"Rio Blanco County, Colorado",6712,61842,1113,08,103
"Weld County, Colorado",270948,60572,34007,08,123
"Conejos County, Colorado",8249,36652,1491,08,021
"Costilla County, Colorado",3581,31321,850,08,023
"Douglas County, Colorado",306974,102964,12110,08,035
"Eagle County, Colorado",52576,72214,4780,08,037
"La Plata County, Colorado",53182,60278,5432,08,067
"Moffat County, Colorado",13117,51387,1462,08,081
"Rio Grande County, Colorado",11745,39672,2198,08,105
"Bent County, Colorado",5895,36791,923,08,011
"Crowley County, Colorado",5551,31151,1449,08,025
"San Juan County, Colorado",606,36324,100,08,111
"Jackson County, Colorado",1335,46014,155,08,057
"Logan County, Colorado",21928,42319,3529,08,075
"Montezuma County, Colorado",25700,43553,4550,08,083
"Teller County, Colorado",23340,62372,1728,08,119
"Boulder County, Colorado",310032,70961,42167,08,013
"Las Animas County, Colorado",14503,45067,2055,08,071
"Lincoln County, Colorado",5478,39005,624,08,073
"Routt County, Colorado",23606,64963,2369,08,107
"Alamosa County, Colorado",16269,32395,4396,08,003
"Clear Creek County, Colorado",9136,67710,748,08,019
"Fremont County, Colorado",46809,40423,6272,08,043
"Harrison County, Indiana",39230,52128,5392,18,061
"Wabash County, Indiana",32358,45649,4373,18,169
"Jay County, Indiana",21255,41021,3400,18,075
"Porter County, Indiana",166570,63926,18850,18,127
"Spencer County, Indiana",20856,55247,2213,18,147
"Tippecanoe County, Indiana",180952,45932,36902,18,157
"Hamilton County, Indiana",296635,86222,13889,18,057
"Adams County, Idaho",3880,39565,495,16,003
"Clearwater County, Minnesota",8752,43421,1451,27,029
"Woodruff County, Arkansas",6983,28993,1612,05,147
"Jackson County, Arkansas",17597,31261,3819,05,067
"Stone County, Arkansas",12512,29264,3042,05,137
"Baxter County, Arkansas",41040,35396,6452,05,005
"Greene County, Arkansas",43382,41286,7572,05,055
"Phillips County, Arkansas",20391,26844,6882,05,107
"Yell County, Arkansas",21835,37804,4009,05,149
"Clark County, Arkansas",22751,35031,4716,05,019
"Monroe County, Arkansas",7713,27647,2501,05,095
"Ouachita County, Arkansas",25044,31293,5948,05,103
"Arkansas County, Arkansas",18731,36411,3705,05,001
"Carroll County, Arkansas",27635,36897,5001,05,015
"Pulaski County, Arkansas",390463,46140,67908,05,119
"Lake County, California",64158,35578,15597,06,033
"Modoc County, California",9184,37860,1673,06,049
"Inyo County, California",18373,45955,2019,06,027
"Santa Barbara County, California",435850,63985,68017,06,083
"Imperial County, California",178206,41079,40114,06,025
"Alameda County, California",1584983,75619,194639,06,001
"Napa County, California",140295,71379,14020,06,055
"San Francisco County, California",840763,81294,109524,06,075
"Colusa County, California",21396,52168,3171,06,011
"Kings County, California",150998,46481,29900,06,031
"Fresno County, California",956749,45233,252187,06,019
"Orange County, California",3116069,76509,395483,06,059
"Sutter County, California",95247,52017,16743,06,101
"San Joaquin County, California",708554,53274,129390,06,077
"Archuleta County, Colorado",12174,46646,1405,08,007
"Huerfano County, Colorado",6502,31715,1171,08,055
"Chaffee County, Colorado",18309,51092,1502,08,015
"Garfield County, Colorado",57076,56590,6786,08,045
"Mineral County, Colorado",733,48125,56,08,079
"Sedgwick County, Colorado",2365,44191,335,08,115
"Custer County, Colorado",4303,35000,736,08,027
"Adams County, Colorado",471206,58946,64241,08,001
"Lake County, Colorado",7362,45367,833,08,065
"Pitkin County, Colorado",17420,71196,1709,08,097
"Cheyenne County, Colorado",2002,52554,168,08,017
"Dolores County, Colorado",1862,31875,398,08,033
"Larimer County, Colorado",318227,59805,42338,08,069
"San Miguel County, Colorado",7676,56047,854,08,113
"Elbert County, Colorado",23855,84963,1649,08,039
"Yuma County, Colorado",10185,43105,1451,08,125
"Summit County, Colorado",28940,67983,3949,08,117
"Delta County, Colorado",30214,42452,4716,08,029
"Greenwood County, Kansas",6393,38838,945,20,073
"Labette County, Kansas",21048,41439,3651,20,099
"Linn County, Kansas",9528,46964,1246,20,107
"Sedgwick County, Kansas",506529,50657,75400,20,173
"Seward County, Kansas",23274,47134,4350,20,175
"Republic County, Kansas",4806,40449,599,20,157
"Graham County, Kansas",2593,43826,287,20,065
"Johnson County, Kansas",566814,76113,34556,20,091
"Douglas County, Kansas",114967,50939,20137,20,045
"Sheridan County, Kansas",2531,49750,165,20,179
"Miami County, Kansas",32688,60966,2949,20,121
"Wallace County, Kansas",1595,47279,129,20,199
"Stevens County, Kansas",5772,55433,1037,20,189
"Smith County, Kansas",3740,43848,543,20,183
"Jackson County, Kansas",13400,54077,1197,20,085
"Kingman County, Kansas",7790,50844,811,20,095
"Nemaha County, Kansas",10159,48653,1129,20,131
"Wyandotte County, Kansas",160806,40113,37963,20,209
"Cherokee County, Kansas",20952,41388,3511,20,021
"Clay County, Kansas",8421,52066,942,20,027
"Lincoln County, Kansas",3154,44276,333,20,105
"Sumner County, Kansas",23638,50141,2869,20,191
"Trego County, Kansas",2951,54000,119,20,195
"Wilson County, Kansas",9061,40306,1639,20,205
"Mitchell County, Kansas",6296,48217,626,20,123
"Ness County, Kansas",3077,44904,354,20,135
"Atchison County, Kansas",16633,43581,2970,20,005
"Bourbon County, Kansas",14812,38280,2757,20,011
"Hamilton County, Kansas",2586,45114,371,20,075
"Leavenworth County, Kansas",78227,63726,8223,20,103
"Shawnee County, Kansas",178792,50378,26445,20,177
"Wichita County, Kansas",2204,57171,214,20,203
"Chautauqua County, Kansas",3520,37993,579,20,019
"Norton County, Kansas",5590,47852,398,20,137
"Reno County, Kansas",64058,45288,7457,20,155
"Cloud County, Kansas",9339,39282,1202,20,029
"Edwards County, Kansas",2991,47303,335,20,047
"Haskell County, Kansas",4130,56484,562,20,081
"Rush County, Kansas",3184,38854,292,20,165
"Scott County, Kansas",4928,51850,319,20,171
"Neosho County, Kansas",16423,43195,2961,20,133
"Ottawa County, Kansas",6048,52479,466,20,143
"Phillips County, Kansas",5501,44170,494,20,147
"Barber County, Kansas",4770,51811,511,20,007
"Decatur County, Kansas",2905,40657,316,20,039
"Jefferson County, Kansas",18898,57236,1394,20,087
"Greenup County, Kentucky",36477,45370,6355,21,089
"Fleming County, Kentucky",14544,35469,2907,21,069
"Carter County, Kentucky",27326,36696,4682,21,043
"Elliott County, Kentucky",7725,28224,2079,21,063
"Jefferson County, Kentucky",755809,48695,121683,21,111
"Larue County, Kentucky",14149,38578,2460,21,123
"Mason County, Kentucky",17296,38824,3087,21,161
"Mason County, Michigan",28711,42024,4861,26,105
"Menominee County, Michigan",23717,40373,3774,26,109
"Montcalm County, Michigan",63004,41584,10924,26,117
"Missaukee County, Michigan",14988,41098,2490,26,113
"St. Joseph County, Michigan",61022,44449,10319,26,149
"St. Clair County, Michigan",160429,49730,23128,26,147
"Van Buren County, Michigan",75351,46008,14029,26,159
"Washtenaw County, Michigan",354092,61003,51965,26,161
"Arenac County, Michigan",15424,38307,3013,26,011
"Barry County, Michigan",59147,55064,6377,26,015
"Cass County, Michigan",51952,46570,7576,26,027
"Iron County, Michigan",11507,33663,1749,26,071
"Benzie County, Michigan",17437,47388,1989,26,019
"Roscommon County, Michigan",24068,35133,4885,26,143
"Schoolcraft County, Michigan",8288,34118,1735,26,153
"Wayne County, Michigan",1778969,41210,440449,26,163
"Branch County, Michigan",43706,44373,7310,26,023
"Grand Traverse County, Michigan",89907,52950,9575,26,055
"Jackson County, Michigan",159759,46326,25464,26,075
"Genesee County, Michigan",415874,42327,85696,26,049
"Antrim County, Michigan",23267,46845,3316,26,009
"Livingston County, Michigan",184591,75204,10895,26,093
"Iosco County, Michigan",25401,37317,4395,26,069
"Manistee County, Michigan",24536,41395,3918,26,101
"Montmorency County, Michigan",9401,36250,1568,26,119
"Gladwin County, Michigan",25501,38021,5211,26,051
"Mecosta County, Michigan",43301,41889,9338,26,107
"Marquette County, Michigan",67582,45409,10689,26,103
"Osceola County, Michigan",23234,38999,5032,26,133
"Otsego County, Michigan",24141,48917,3270,26,137
"Cheboygan County, Michigan",25690,40219,4595,26,031
"Luce County, Michigan",6477,37088,1059,26,095
"Macomb County, Michigan",854689,54582,106546,26,099
"Shiawassee County, Michigan",69113,48233,9790,26,155
"Baraga County, Michigan",8690,39803,992,26,013
"Charlevoix County, Michigan",26134,46554,3181,26,029
"Eaton County, Michigan",108341,54993,11524,26,045
"Gogebic County, Michigan",15824,35686,2859,26,053
"Emmet County, Michigan",33018,51018,3506,26,047
"Meeker County, Minnesota",23129,55042,2282,27,093
"Pennington County, Minnesota",14110,47127,1286,27,113
"Rice County, Minnesota",64886,59598,6469,27,131
"Wilkin County, Minnesota",6526,51476,627,27,167
"Red Lake County, Minnesota",4061,50332,431,27,125
"Clay County, Minnesota",60879,57965,7202,27,027
"Faribault County, Minnesota",14230,47540,1878,27,043
"Fillmore County, Minnesota",20843,51665,2280,27,045
"Lake County, Minnesota",10750,48417,1364,27,075
"Polk County, Minnesota",31547,53326,3987,27,119
"Roseau County, Minnesota",15615,53199,1637,27,135
"Sibley County, Minnesota",15021,56990,1584,27,143
"Watonwan County, Minnesota",11054,50604,1182,27,165
"Becker County, Minnesota",33138,52038,4160,27,005
"Big Stone County, Minnesota",5134,47794,719,27,011
"Brown County, Minnesota",25391,52598,1887,27,015
"Cass County, Minnesota",28519,46531,4656,27,021
"Goodhue County, Minnesota",46377,57062,5104,27,049
"Hubbard County, Minnesota",20574,47486,2368,27,057
"Jackson County, Minnesota",10211,50574,1085,27,063
"LaGrange County, Indiana",38084,49964,4909,18,087
"Boone County, Indiana",60511,67552,3498,18,011
"Montgomery County, Indiana",38172,48213,5153,18,107
"Clark County, Indiana",113181,51699,12009,18,019
"Clay County, Indiana",26686,47602,3807,18,021
"Franklin County, Indiana",22935,51748,2413,18,047
"Jackson County, Indiana",43471,47000,6297,18,071
"Posey County, Indiana",25567,58101,2801,18,129
"Vermillion County, Indiana",15860,43600,1996,18,165
"Allen County, Indiana",363453,49092,56542,18,003
"Floyd County, Indiana",75900,54914,9530,18,043
"Johnson County, Indiana",145645,62147,14205,18,081
"Gibson County, Indiana",33668,48303,3675,18,051
"Orange County, Indiana",19725,39812,3403,18,117
"Marshall County, Indiana",46962,48485,5594,18,099
"Blackford County, Indiana",12476,38190,1700,18,009
"Scott County, Indiana",23783,44442,4148,18,143
"Elkhart County, Indiana",200685,47913,31601,18,039
"Cass County, Indiana",38476,42290,5884,18,017
"Wayne County, Indiana",67866,38494,13732,18,177
"Butler County, Iowa",14966,52360,1322,19,023
"Hamilton County, Iowa",15297,49813,1712,19,079
"Union County, Iowa",12575,44351,1676,19,175
"Worth County, Iowa",7563,48459,887,19,195
"Adair County, Iowa",7426,46526,764,19,001
"Chickasaw County, Iowa",12244,47040,1067,19,037
"Dickinson County, Iowa",16967,57265,1100,19,059
"Keokuk County, Iowa",10291,43838,1374,19,107
"Tama County, Iowa",17479,55203,1919,19,171
"Franklin County, Iowa",10489,48605,1372,19,069
"Cedar County, Iowa",18375,59047,1393,19,031
"Floyd County, Iowa",16050,44797,1957,19,067
"Louisa County, Iowa",11271,51144,1357,19,115
"Humboldt County, Iowa",9674,47252,1155,19,091
"Washington County, Iowa",22017,56390,2013,19,183
"Cherokee County, Iowa",11853,48599,1281,19,035
"Des Moines County, Iowa",40208,44423,6010,19,057
"Kossuth County, Iowa",15280,51496,1357,19,109
"Muscatine County, Iowa",42913,53676,5219,19,139
"Polk County, Iowa",452369,60061,57143,19,153
"Martin County, Minnesota",20350,51391,2286,27,091
"Nobles County, Minnesota",21687,50625,3320,27,105
"Pine County, Minnesota",29218,44549,4015,27,115
"Nez Perce County, Idaho",39779,48160,4581,16,069
"Jerome County, Idaho",22653,41630,3676,16,053
"Kootenai County, Idaho",145046,49403,18634,16,055
"Lewis County, Idaho",3812,36505,652,16,061
"Minidoka County, Idaho",20279,44853,3501,16,067
"Twin Falls County, Idaho",80004,44048,12418,16,083
"Owyhee County, Idaho",11364,33440,3091,16,073
"Blaine County, Idaho",21309,60088,2218,16,013
"Boise County, Idaho",6885,44238,991,16,015
"Boundary County, Idaho",10961,38961,1647,16,021
"Butte County, Idaho",2653,37891,460,16,023
"Caribou County, Idaho",6808,58021,551,16,029
"Gooding County, Idaho",15233,39930,2911,16,047
"Ada County, Idaho",417501,56356,50551,16,001
"Bannock County, Idaho",83604,43779,15288,16,005
"Bear Lake County, Idaho",5939,48654,759,16,007
"Bingham County, Idaho",45407,50155,6093,16,011
"Bonneville County, Idaho",107788,50762,14025,16,019
"Camas County, Idaho",1052,42614,229,16,025
"Clearwater County, Idaho",8560,38837,985,16,035
"Jefferson County, Idaho",26792,51171,3492,16,051
"Lemhi County, Idaho",7790,34329,1430,16,059
"Payette County, Idaho",22700,44257,4152,16,075
"Bonner County, Idaho",41066,42171,6145,16,017
"Custer County, Idaho",4234,39457,806,16,037
"Elmore County, Idaho",26175,43848,4046,16,039
"Madison County, Idaho",37916,32233,13232,16,065
"Shoshone County, Idaho",12571,37665,2108,16,079
"Teton County, Idaho",10285,53474,1110,16,081
"Washington County, Idaho",10025,34775,1798,16,087
"Hancock County, Illinois",18738,47699,2159,17,067
"Grundy County, Illinois",50277,65887,4531,17,063
"Kankakee County, Illinois",112221,52110,17365,17,091
"DuPage County, Illinois",930412,79658,67941,17,043
"Alexander County, Illinois",7364,27265,2424,17,003
"Menard County, Illinois",12611,60486,1404,17,129
"LaSalle County, Illinois",112579,50633,14386,17,099
"Cook County, Illinois",5236393,55251,879499,17,031
"Macon County, Illinois",109193,47176,19411,17,115
"Morgan County, Illinois",35129,45978,4580,17,137
"Wayne County, Illinois",16555,44993,2385,17,191
"Woodford County, Illinois",39106,65852,3105,17,203
"Franklin County, Illinois",39694,39512,7191,17,055
"McDonough County, Illinois",32009,40314,6394,17,109
"McHenry County, Illinois",307357,77222,24037,17,111
"Moultrie County, Illinois",14927,49681,1929,17,139
"Perry County, Illinois",21810,42478,3380,17,145
"Pope County, Illinois",4331,39223,615,17,151
"St. Clair County, Illinois",267029,49895,47946,17,163
"Shelby County, Illinois",22115,47850,2449,17,173
"Champaign County, Illinois",205766,46495,43284,17,019
"Calhoun County, Illinois",4999,53869,606,17,013
"Ford County, Illinois",13835,49947,1790,17,053
"Jo Daviess County, Illinois",22397,53221,2032,17,085
"Kendall County, Illinois",120036,84385,6616,17,093
"Lawrence County, Illinois",16665,40841,1509,17,101
"Marion County, Illinois",38665,42238,6965,17,121
"Mason County, Illinois",14126,41567,2095,17,125
"Iroquois County, Illinois",29053,47834,4735,17,075
"Clay County, Illinois",13582,44209,1839,17,025
"Gallatin County, Illinois",5385,39636,837,17,059
"Monroe County, Illinois",33539,70859,1667,17,133
"Peoria County, Illinois",187112,51147,31194,17,143
"Pendleton County, Kentucky",14514,48353,2188,21,191
"Robertson County, Kentucky",2208,31741,473,21,201
"Russell County, Kentucky",17669,30720,4475,21,207
"Spencer County, Kentucky",17577,63000,1466,21,215
"Washington County, Kentucky",11910,40976,2034,21,229
"Bath County, Kentucky",11978,33483,3122,21,011
"Ballard County, Kentucky",8256,42244,1295,21,007
"Barren County, Kentucky",42925,38370,8598,21,009
"Monroe County, Alabama",22217,27257,6901,01,099
"Lawrence County, Alabama",33586,40003,6225,01,079
"Lee County, Alabama",150982,44570,34561,01,081
"Marion County, Alabama",30387,32299,5960,01,093
"Pickens County, Alabama",19856,30330,4801,01,107
"Sumter County, Alabama",13341,19501,5372,01,119
"Jefferson County, Alabama",659026,45610,121029,01,073
"Choctaw County, Alabama",13395,33536,3093,01,023
"Franklin County, Alabama",31634,35372,7020,01,059
"Marengo County, Alabama",20306,32042,5244,01,091
"Russell County, Alabama",58302,37049,12054,01,113
"Cherokee County, Alabama",26008,36296,4918,01,019
"Covington County, Alabama",37886,36444,7515,01,039
"Crenshaw County, Alabama",13938,36022,2288,01,041
"Dallas County, Alabama",42154,27306,14580,01,047
"Lauderdale County, Alabama",92737,43125,16232,01,077
"Lowndes County, Alabama",10742,25876,3035,01,085
"Macon County, Alabama",20018,30738,4636,01,087
"Limestone County, Alabama",88805,49570,12075,01,083
"Shelby County, Alabama",203530,70187,16693,01,117
"Winston County, Alabama",24130,33194,5157,01,133
"Boyle County, Kentucky",29388,39704,4291,21,021
"Green County, Kentucky",11149,34982,2216,21,087
"Hancock County, Kentucky",8669,50476,1360,21,091
"Harlan County, Kentucky",28400,25814,8661,21,095
"Martin County, Kentucky",12631,25795,3896,21,159
"Hardin County, Kentucky",107529,50765,14886,21,093
"Lincoln County, Kentucky",24498,37139,6039,21,137
"McLean County, Kentucky",9500,40770,1983,21,149
"Monroe County, Kentucky",10765,31045,2937,21,171
"Ohio County, Kentucky",24065,40189,5208,21,183
"Powell County, Kentucky",12447,29736,3392,21,197
"Webster County, Kentucky",13357,38917,2296,21,233
"Caldwell County, Kentucky",12826,42537,2544,21,033
"Casey County, Kentucky",15954,32341,3969,21,045
"Christian County, Kentucky",74159,39521,13576,21,047
"Grayson County, Kentucky",26001,35030,6119,21,085
"Henry County, Kentucky",15455,46495,2798,21,103
"Hopkins County, Kentucky",46518,42346,7799,21,107
"Laurel County, Kentucky",59751,36020,13588,21,125
"Marshall County, Kentucky",31181,45212,3287,21,157
"Montgomery County, Kentucky",27167,39275,6956,21,173
"Nicholas County, Kentucky",7075,36097,1624,21,181
"Owen County, Kentucky",10711,41934,1780,21,187
"Scott County, Kentucky",50178,63027,5332,21,209
"Warren County, Kentucky",118950,44911,21047,21,227
"Bourbon County, Kentucky",20013,45208,3272,21,017
"Boyd County, Kentucky",48917,42319,9500,21,019
"Crittenden County, Kentucky",9222,35316,1974,21,055
"Fayette County, Kentucky",308306,49778,55900,21,067
"Johnson County, Kentucky",23350,35570,5977,21,115
"Menifee County, Kentucky",6343,31503,1851,21,165
"Morgan County, Kentucky",13428,29707,3249,21,175
"Perry County, Kentucky",28041,32667,6894,21,193
"Pulaski County, Kentucky",63635,34790,16497,21,199
"Clay County, Kentucky",21300,21549,7732,21,051
"Adair County, Kentucky",18852,33362,3789,21,001
"Breathitt County, Kentucky",13591,25817,4366,21,025
"Graves County, Kentucky",37502,39530,6342,21,083
"Hart County, Kentucky",18441,34774,4507,21,099
"Butler County, Kentucky",12835,33536,3667,21,031
"Trimble County, Kentucky",8783,47409,1486,21,223
"Harrison County, Kentucky",18648,35681,4069,21,097
"Hickman County, Kentucky",4720,41218,675,21,105
"Lyon County, Kentucky",8402,46931,1002,21,143
"Wayne County, Kentucky",20655,28573,5477,21,231
"Lewis County, Kentucky",13790,28630,4151,21,135
"Trigg County, Kentucky",14250,44083,2500,21,221
"Woodford County, Kentucky",25317,58750,3259,21,239
"Leslie County, Kentucky",10997,25872,3051,21,131
"Jessamine County, Kentucky",50328,50558,9190,21,113
"Lawrence County, Kentucky",15821,35935,3548,21,127
"Livingston County, Kentucky",9394,42171,1362,21,139
"McCracken County, Kentucky",65408,44067,10763,21,145
"Shelby County, Kentucky",44290,60324,5566,21,211
"Whitley County, Kentucky",35794,31014,8871,21,235
"Cullman County, Alabama",80965,38971,14814,01,043
"Elmore County, Alabama",80763,53555,10334,01,051
"Jackson County, Alabama",52860,37745,9415,01,071
"Talladega County, Alabama",81437,35155,17950,01,121
"Washington County, Alabama",16997,42811,3200,01,129
"Clay County, Alabama",13537,35327,2201,01,027
"Morgan County, Alabama",119786,45751,18936,01,103
"Chilton County, Alabama",43819,41627,8288,01,021
"Colbert County, Alabama",54444,40576,9406,01,033
"Sherburne County, Minnesota",90401,74170,6966,27,141
"Wadena County, Minnesota",13759,41906,2211,27,159
"Benton County, Minnesota",39221,52178,5732,27,009
"Carver County, Minnesota",95715,86323,4172,27,019
"Freeborn County, Minnesota",30897,47105,3679,27,047
"Itasca County, Minnesota",45354,47761,6018,27,061
"McLeod County, Minnesota",36046,56128,2866,27,085
"Pope County, Minnesota",10948,52785,1011,27,121
"Ramsey County, Minnesota",527411,56104,84589,27,123
"Stevens County, Minnesota",9771,52302,1727,27,149
"Swift County, Minnesota",9525,49035,1167,27,151
"Winona County, Minnesota",51213,50547,6933,27,169
"Cottonwood County, Minnesota",11632,46750,1905,27,033
"Scott County, Minnesota",137322,87794,7747,27,139
"Dodge County, Minnesota",20290,68116,1342,27,039
"Wabasha County, Minnesota",21381,56510,1547,27,157
"Pipestone County, Minnesota",9354,46990,1182,27,117
"Crow Wing County, Minnesota",63048,49435,7028,27,035
"Norman County, Minnesota",6692,50377,846,27,107
"Wright County, Minnesota",128691,73557,7846,27,171
"Nicollet County, Minnesota",33086,58640,3814,27,103
"Douglas County, Minnesota",36620,54531,3438,27,041
"Kittson County, Minnesota",4480,52326,474,27,069
"Le Sueur County, Minnesota",27707,60632,2482,27,079
"Chisago County, Minnesota",53834,71001,2889,27,025
"Redwood County, Minnesota",15723,47211,1825,27,127
"Todd County, Minnesota",24466,46414,3548,27,153
"Beltrami County, Minnesota",45434,44757,8118,27,007
"Houston County, Minnesota",18812,53809,2031,27,055
"Lac qui Parle County, Minnesota",7023,49903,561,27,073
"Otter Tail County, Minnesota",57511,52365,5635,27,111
"Waseca County, Minnesota",19076,53564,1544,27,161
"Anoka County, Minnesota",338764,70873,25925,27,003
"Stearns County, Minnesota",152595,56336,19570,27,145
"Lincoln County, Minnesota",5808,49575,524,27,081
"Marshall County, Minnesota",9453,54092,734,27,089
"Mille Lacs County, Minnesota",25809,49094,3080,27,095
"Washington County, Minnesota",246670,83706,13109,27,163
"Carlton County, Minnesota",35443,53227,4727,27,017
"Kanabec County, Minnesota",16003,47384,2242,27,065
"Windham County, Connecticut",117470,59392,11999,09,015
"Middlesex County, Connecticut",165165,79893,10710,09,007
"Washington County, Florida",24629,38970,4723,12,133
"Brevard County, Florida",553591,48925,76460,12,009
"Lake County, Florida",310561,46403,42497,12,069
"Polk County, Florida",626676,43162,111877,12,105
"Glades County, Florida",13272,34877,2408,12,043
"Jackson County, Florida",48900,35098,9090,12,063
"Seminole County, Florida",437346,57010,52637,12,117
"Bay County, Florida",175353,47368,26235,12,005
"Utah County, Utah",551957,62180,71110,49,049
"Duchesne County, Utah",19817,61133,2019,49,013
"Uintah County, Utah",35721,66815,3261,49,047
"Davis County, Utah",323374,71112,24718,49,011
"Emery County, Utah",10728,49787,1188,49,015
"Garfield County, Utah",5069,42614,873,49,017
"Isle of Wight County, Virginia",35740,65741,4137,51,093
"Franklin city, Virginia",8457,32399,1762,51,620
"Lexington city, Virginia",7071,34017,678,51,678
"Henry County, Virginia",52580,35293,9520,51,089
"King William County, Virginia",16097,62031,1897,51,101
"Louisa County, Virginia",33986,57829,3385,51,109
"Prince Edward County, Virginia",23022,41697,3883,51,147
"Rockingham County, Virginia",77785,53744,8471,51,165
"Surry County, Virginia",6823,53673,881,51,181
"Clarke County, Virginia",14299,71295,1556,51,043
"Mecklenburg County, Virginia",31555,37356,5975,51,117
"Augusta County, Virginia",74053,54558,6694,51,015
"Goochland County, Virginia",21721,79330,1163,51,075
"Madison County, Virginia",13147,47736,1613,51,113
"Roanoke County, Virginia",93633,60519,7607,51,161
"Brunswick County, Virginia",16930,36919,3298,51,025
"Northampton County, Virginia",12184,35055,2730,51,131
"Rockbridge County, Virginia",22444,48901,3085,51,163
"Norton city, Virginia",4007,27731,949,51,720
"Colonial Heights city, Virginia",17515,50304,1974,51,570
"Bland County, Virginia",6662,45294,621,51,021
"Botetourt County, Virginia",33155,60454,2701,51,023
"Bristol city, Virginia",17524,35368,3496,51,520
"Williamsburg city, Virginia",14754,48639,2401,51,830
"Carroll County, Virginia",29856,35000,5017,51,035
"Washington County, Virginia",54759,43310,6845,51,191
"Page County, Virginia",23843,43895,3880,51,139
"Alexandria city, Virginia",149315,89134,12359,51,510
"Hampton city, Virginia",137081,49190,20187,51,650
"Arlington County, Virginia",223945,105763,19996,51,013
"Buchanan County, Virginia",23486,29679,5841,51,027
"Stafford County, Virginia",137145,97144,6948,51,179
"Richmond city, Virginia",213735,40758,51828,51,760
"Essex County, Virginia",11151,42760,1533,51,057
"Tazewell County, Virginia",43870,37664,7518,51,185
"Manassas Park city, Virginia",15625,73528,1232,51,685
"Sussex County, Virginia",11864,39194,1362,51,183
"Manassas city, Virginia",40743,72890,3945,51,683
"Salem city, Virginia",25165,50068,2578,51,775
"Charlotte County, Virginia",12313,35079,2589,51,037
"Burleson County, Texas",17293,51821,2761,48,051
"Greensville County, Virginia",11760,38012,1490,51,081
"Thurston County, Washington",262723,61677,32101,53,067
"Columbia County, Washington",3989,38581,690,53,013
